Token;POS;n
Lauter;ADJD;2
lebe;VVFIN;2
leben;VVINF;2
lebende;ADJA;2
Lebenden;NN;2
lebenslänglich;ADJD;2
Lederjacken;NN;2
Lee;NE;2
legen;VVINF;2
lehne;VVFIN;2
Leib;NN;2
leichter;ADJD;2
Leichtigkeit;NN;2
leihe;VVFIN;2
Leinwänden;NN;2
Leiter;NN;2
Letzten;NN;2
lieb;ADJD;2
lieber;ADJA;2
Lieber;ADV;2
Liebesgeschichte;NN;2
Lieblingseis;NN;2
Liebschaften;NN;2
Liegen;NN;2
lijepa;FM;2
Lineal;NN;2
Lippe;NN;2
Liter;NN;2
Literflaschen;NN;2
loben;VVINF;2
locker;ADJD;2
Lokalkomitee;NN;2
löschen;VVINF;2
lösen;VVINF;2
loslässt;VVFIN;2
losließ;VVFIN;2
Löwenzahn;NN;2
Lüftungsgitter;NN;2
Lügner;NN;2
lugte;VVFIN;2
Luka;NE;2
lustig;ADJD;2
mach;VVFIN;2
Mach;VVIMP;2
mächtigste;ADJA;2
mädchen;NN;2
Madonna;NN;2
Magenschmerzen;NN;2
Mal;ADV;2
Malsachen;NN;2
malt;VVFIN;2
Mandarinen;NN;2
mangelt;VVFIN;2
mann;NN;2
männliche;ADJA;2
Mannschaften;NN;2
Mantel;NN;2
Maradona;NE;2
Maria;NE;2
Marmeladenglas;NN;2
Marseille;NE;2
März;NN;2
Maschine;NN;2
Maschinengewehre;NN;2
maß;VVFIN;2
Massengrab;NN;2
Matratze;NN;2
matt;ADJD;2
Maus;NN;2
Mäuse;NN;2
Mäusen;NN;2
McRadovan;NE;2
Medikamente;NN;2
Mehr;ADV;2
mehrere;PIAT;2
Meinen;PPOSAT;2
meinst;VVFIN;2
Meinst;VVFIN;2
Meiste;NN;2
melden;VVFIN;2
Melodien;NN;2
Melonen;NN;2
Melonenrinde;NN;2
meni;NE;2
menschlicher;ADJA;2
merke;VVFIN;2
merken;VVINF;2
merkwürdigem;ADJA;2
Messern;NN;2
Meteoriten;NN;2
Metzger;NN;2
mi;NE;2
Mich;PPER;2
mied;VVFIN;2
Miene;NN;2
Mikimaus’;ADJA;2
Milica;NN;2
Mini-Rock;NN;2
mio;XY;2
MIR;NE;2
Mirabellen;NN;2
Miss;NE;2
Misthaufen;NN;2
mitbringt;VVFIN;2
mitgekommen;ADJD;2
Mittagessen;NN;2
Mittelfeld;NN;2
Mitten;ADV;2
mmh;XY;2
Möbeln;NN;2
mochtest;VMFIN;2
Moderlieschen;NN;2
Mögliche;NN;2
Mohammed;NE;2
mond;NN;2
Monde;NN;2
Mondsichel;NN;2
Morgen;ADV;2
Morgengrauen;NN;2
Morgens;NN;2
Motoren;NN;2
Motorrad;NN;2
Motten;NN;2
Muezzin;NN;2
Murmeln;NN;2
Muschel;NN;2
musikalisch;ADJD;2
Musikanten;NN;2
Musiker;NN;2
Musiklexikon;NN;2
musizieren;VVINF;2
Müssen;VMFIN;2
Müttern;NN;2
Mythos;NN;2
Na;ITJ;2
Nachhauseweg;NN;2
Nachmittag;NN;2
Nachrichtensprecher;NN;2
Nachsitzen;NN;2
nächster;ADJA;2
nächstes;ADJA;2
nackt;ADJD;2
nackte;ADJA;2
nacktem;ADJA;2
nackten;ADJA;2
Nadel;NN;2
Nagel;NN;2
nagelt;VVFIN;2
nähern;VVFIN;2
namenlos;ADJD;2
nannten;VVFIN;2
Narben;NN;2
Nationalmannschaften;NN;2
Naturkatastrophe;NN;2
ne;APPRART;2
ne;FM;2
ne;XY;2
Nebelzement;NN;2
Nehmen;VVFIN;2
neigte;VVFIN;2
Nein;NN;2
nennen;VVINF;2
Neretva;NE;2
nervös;ADJD;2
Nešo;NN;2
Nester;NN;2
Neue;ADJA;2
neugierig;ADJD;2
neunten;ADJA;2
neunzehn;CARD;2
neunzig;CARD;2
Nicht-mehr-Genosse-Tito;NN;2
nichts;PIAT;2
niedergebrannt;VVPP;2
niedergerissen;VVPP;2
nieselt;VVFIN;2
Nišlije;NE;2
Noon;NE;2
normale;ADJA;2
normalerweise;ADV;2
Normalerweise;ADV;2
Notarzt;NN;2
Notenbücher;NN;2
nötig;ADJD;2
November;NN;2
Null-null-vier-neun-eins-sieben-vieracht-fünf-zwei-sechs-drei-sechs-acht;NN;2
Null-nullvier-neun-eins-sieben-vier-acht-fünf-zwei-sechs-drei-sechs-;XY;2
Nullnull-vier-neun-eins-sieben-vier-acht-fünf-zwei-sechs-drei-;XY;2
Nummern;NN;2
Nüstern;NN;2
Oberarm;NN;2
Obwohl;KOUS;2
Ochse;NN;2
Ocker;NN;2
offenen;ADJA;2
Offensivfoul;NN;2
öffnete;VVFIN;2
ohnmächtig;ADJD;2
ordentliche;ADJA;2
ordentlichen;ADJA;2
Orkan;NN;2
Orten;NN;2
Osten;NN;2
Ostern;NN;2
Österreicher;NN;2
Österreicherinnen;NN;2
pa;NE;2
Paar;NN;2
Pack;NN;2
packen;VVINF;2
Packt;VVFIN;2
packten;VVFIN;2
Pakete;NN;2
Paniermehl;NN;2
papà;FM;2
Papiere;NN;2
Pappeln;NN;2
Parkettboden;NN;2
Parkplatz;NN;2
Parteikomitee;NN;2
Passagen;NN;2
Passagiere;NN;2
passe;VVFIN;2
Pässe;NN;2
passiert;VVPP;2
passte;VVFIN;2
passten;VVFIN;2
Patronenhülsen;NN;2
Pausen;NN;2
Personenkultes;NN;2
persönlich;ADJD;2
Perspektiven;NN;2
Petrović;NE;2
Pfanne;NN;2
pfeifen;VVINF;2
pfeifend;ADJD;2
Pflaume;NN;2
Pflaumenernte;NN;2
Pflaumengarten;NN;2
Pflicht;NN;2
pflückte;VVFIN;2
philosophierte;VVFIN;2
Pilze;NN;2
Pink;NE;2
Pionier;NN;2
Pionieren;NN;2
Pisa;NE;2
Pistolen;NN;2
Plan;NN;2
Plastiktischdecken;NN;2
Plastiktüte;NN;2
platt;ADJD;2
Plattenbauten;NN;2
Platzregen;NN;2
Pokolj;NE;2
polierte;VVFIN;2
politisch;ADJD;2
Polizei;NN;2
Polizist;NN;2
Polje;NE;2
Poppins;NE;2
Porzellan;NN;2
Posen;NN;2
Pralinen;NN;2
Präsident;NN;2
prasselt;VVFIN;2
präzise;ADJD;2
prescht;VVFIN;2
Presst;VVFIN;2
prima;ADV;2
Prinzessinnen;NN;2
prompt;ADJD;2
Propaganda;NN;2
Provinz;NN;2
prügeln;VVFIN;2
prügeln;VVINF;2
Publikum;NN;2
Puck;NN;2
Pult;NN;2
Punkte;NN;2
Punkten;NN;2
Puppen;NN;2
pustete;VVFIN;2
putzt;VVFIN;2
putzte;VVFIN;2
Queue;NN;2
quiekt;VVFIN;2
Rabbi;NN;2
Radovans;NE;2
ragen;VVFIN;2
Rahmen;NN;2
rakije;NE;2
Rambo;NE;2
ran;PTKVZ;2
Ranken;NN;2
Rasen;NN;2
rauchen;VVINF;2
rauchend;ADJD;2
Räucherfleisch;NN;2
Räucherschinken;NN;2
rauschte;VVFIN;2
rausgerissen;VVPP;2
Rechnung;NN;2
recht;NN;2
rechtes;ADJA;2
Rechtschreibfehler;NN;2
redete;VVFIN;2
Refrain;NN;2
Regel;NN;2
Regeln;NN;2
Regenguss;NN;2
Regens;NN;2
reglos;ADJD;2
regnet;VVFIN;2
reich;ADJD;2
reichen;VVINF;2
Reichtum;NN;2
reifer;ADJA;2
Reihenfolge;NN;2
reiße;VVFIN;2
reißen;VVFIN;2
reißen;VVINF;2
repariert;VVFIN;2
Republik;NN;2
Respekt;NN;2
rettet;VVFIN;2
Rezept;NN;2
Rezepte;NN;2
richte;VVFIN;2
richtet;VVFIN;2
riechende;ADJA;2
riechst;VVFIN;2
riesenhaften;ADJA;2
riesig;ADJD;2
riesiger;ADJA;2
ringend;ADJD;2
robbt;VVFIN;2
Rock;NN;2
Rohwurst;NN;2
Rolle;NN;2
Rommé;NN;2
rosafarbene;ADJA;2
rosigen;ADJA;2
Ross;NE;2
Rost;NN;2
rostigen;ADJA;2
Rot-Schwarz;NN;2
rot-weißen;ADJA;2
rotem;ADJA;2
röter;ADJD;2
Rucksäcke;NN;2
Rückseite;NN;2
rückwärts;ADV;2
ruf;NN;2
ruhen;VVFIN;2
Ruhig;ADJD;2
rühren;VVFIN;2
ruht;VVFIN;2
runden;ADJA;2
Ruß;NN;2
Russisch;ADJD;2
rutsche;VVFIN;2
rutscht;VVFIN;2
rutschte;VVFIN;2
rüttelt;VVFIN;2
Sabahudin;NE;2
säen;VVFIN;2
sag;XY;2
Sagen;NN;2
Saisonarbeiter;NN;2
salze;VVFIN;2
Salzstangen;NN;2
salzten;VVFIN;2
Sammeln;NN;2
Sanitäter;NN;2
Sanitätern;NN;2
sank;VVFIN;2
sarajevo;NE;2
saßen;VVFIN;2
satte;ADJA;2
säuerlich;ADJD;2
Saufen;NN;2
Schach;NN;2
Schachteln;NN;2
schade;ADJD;2
Schäferhund;NN;2
Schafskäse;NN;2
Schal;NE;2
Schale;NN;2
schalte;VVFIN;2
schaltete;VVFIN;2
schämte;VVFIN;2
Schande;NN;2
scharf;ADJD;2
scharfen;ADJA;2
Schäufelchen;NN;2
Schaukeln;NN;2
Scheibe;NN;2
Scheine;NN;2
scheint;VVFIN;2
scheiß;ADJA;2
Scheißblumen;NN;2
Scheiße;NE;2
scheut;VVFIN;2
Schicksalslinien;NN;2
schieben;VVFIN;2
schieben;VVINF;2
schimpfe;VVFIN;2
schimpfen;VVFIN;2
Schlafen;NN;2
schläfst;VVFIN;2
schlagartig;ADJD;2
Schläge;NN;2
schlechte;ADJA;2
schlechten;ADJA;2
schlechter;ADJD;2
schlechtere;ADJA;2
Schleier;NN;2
schleppe;VVFIN;2
schleppte;VVFIN;2
schlich;VVFIN;2
schließen;VVFIN;2
schließen;VVINF;2
schlimm;ADJD;2
Schlimmeres;NN;2
Schlittschuhe;NN;2
schlossen;VVFIN;2
Schlösser;NN;2
schlugen;VVFIN;2
Schlüsselbund;NN;2
schmale;ADJA;2
schmeckten;VVFIN;2
schmiere;VVFIN;2
schmierte;VVFIN;2
schmolz;VVFIN;2
schmutzigen;ADJA;2
schnallt;VVFIN;2
schnappe;VVFIN;2
schnappt;VVFIN;2
Schnapsflasche;NN;2
Schnauze;NN;2
Schneidersitz;NN;2
schneidet;VVFIN;2
schnellsten;ADJA;2
schnitt;VVFIN;2
Schnitzel;NN;2
schöner;ADJD;2
Schönes;NN;2
schöpfen;VVINF;2
schräg;ADJD;2
Schrank;NN;2
Schraubenzieher;NN;2
schreie;VVFIN;2
schreien;VVFIN;2
schrien;VVFIN;2
schriftlich;ADJD;2
schrill;ADJD;2
Schuhspitze;NN;2
Schuppen;NN;2
Schwarz;ADJD;2
schweigend;ADJD;2
Schweinedarm;NN;2
Schweinefüße;NN;2
Schweinegehege;NN;2
Schwelle;NN;2
Schwer;ADJD;2
schwerer;ADJA;2
Schweres;ADJA;2
schwierigste;ADJA;2
schwimmen;VVFIN;2
schwor;VVFIN;2
Sebastians;NE;2
Sechs;CARD;2
sechs-acht;ADJD;2
sechsunddreißig;CARD;2
Seele;NN;2
Seelenmesse;NN;2
Sefers;NE;2
SEHR;ADV;2
Seinen;PPOSAT;2
Seit;KOUS;2
selben;ADJA;2
Selbstporträt;NN;2
selbstverständlich;ADJD;2
seltenen;ADJA;2
seltsam;ADJD;2
senken;VVFIN;2
senken;VVINF;2
Serien;NN;2
serviert;VVPP;2
Sessel;NN;2
setz;VVFIN;2
seufzen;VVFIN;2
seufzte;VVFIN;2
Sieben;CARD;2
siebenundvierzig;CARD;2
sieh;VVIMP;2
Sieht;VVFIN;2
Silbe;NN;2
Sims;NN;2
singen;VVFIN;2
sinnlos;ADJD;2
Sirenen;NN;2
Sitz;NN;2
skeptisch;ADJD;2
slowenischen;ADJA;2
Snipergewehr;NN;2
Soccer;NE;2
Sofas;NN;2
sofern;KOUS;2
solch;PIAT;2
solcher;PIAT;2
Soldatenreigen;NN;2
Soldatenreigens;NN;2
solle;VMFIN;2
Sollen;VMFIN;2
Somalia;NE;2
Sommerhaus;NN;2
Sonnenblumenkernen;NN;2
Sonntage;NN;2
sorgfältig;ADJD;2
sorgt;VVFIN;2
sortieren;VVINF;2
sortiert;VVPP;2
spähen;VVFIN;2
Špajz;NE;2
Spanien;NE;2
spärlich;ADJD;2
Spaß;NN;2
Später;ADJD;2
spazieren;VVINF;2
Spaziergang;NN;2
Sperrholzplattentischen;NN;2
Spiegelbild;NN;2
spiele;VVFIN;2
spielender;ADJA;2
Spielfeld;NN;2
spielst;VVFIN;2
spielten;VVFIN;2
spitz;ADJD;2
spitze;ADJA;2
Spitze;NN;2
spitzte;VVFIN;2
Sport;NN;2
Sporttasche;NN;2
sprangen;VVFIN;2
sprechen;VVFIN;2
spritzt;VVFIN;2
spucken;VVFIN;2
Spule;NN;2
spülte;VVFIN;2
Spülung;NN;2
spüre;VVFIN;2
spüren;VVINF;2
Staat;NN;2
Staaten;NN;2
Stadion;NN;2
Stadtbibliothek;NN;2
stapelten;VVFIN;2
Statistiken;NN;2
statt;APPR;2
statt;PTKVZ;2
Statuten;NN;2
Staubsauger;NN;2
Staudämme;NN;2
steche;VVFIN;2
stecke;VVFIN;2
stehlen;VVINF;2
steigen;VVINF;2
steile;ADJA;2
stein;NN;2
stemmt;VVFIN;2
stemmte;VVFIN;2
Sterben;NN;2
Sternenhimmel;NN;2
stiebt;VVFIN;2
Stiefmutter;NN;2
stiegen;VVFIN;2
stille;ADJA;2
stiller;ADJA;2
stochert;VVFIN;2
Stöckelschuhe;NN;2
Stockwerk;NN;2
Stockwerken;NN;2
stopfe;VVFIN;2
Stoß;NN;2
Strafe;NN;2
strahlt;VVFIN;2
Strandliegen;NN;2
streichelte;VVFIN;2
streiten;VVFIN;2
strengste;ADJA;2
stritten;VVFIN;2
Stromausfall;NN;2
Strophe;NN;2
Stühle;NN;2
stur;ADJD;2
stürze;VVFIN;2
Sturzflug;NN;2
stürzt;VVFIN;2
stürzten;VVFIN;2
stützen;VVINF;2
stützt;VVFIN;2
Süden;NN;2
südlichen;ADJA;2
Summen;NN;2
Superman;NE;2
Sutijan;NE;2
Swayzak;NE;2
Symbolik;NN;2
System;NN;2
T.;NE;2
Tabelle;NN;2
Tae-Kwan-Do-Vizemeister;NN;2
tagelang;ADJD;2
tagsüber;ADV;2
Taifuns;NE;2
Talmud;NN;2
Tannen;NN;2
Tannenpfosten;NN;2
Tanpons;NE;2
Tanz;NN;2
tarirara;VVFIN;2
Tarirara;NN;2
Tarnjacke;NN;2
Taschentüchern;NN;2
Tasse;NN;2
taubstumme;ADJA;2
taumelte;VVFIN;2
Telefonate;NN;2
Teletext-Tafeln;NN;2
Teppiche;NN;2
Terrassen;NN;2
the;FM;2
Themen;NN;2
Tier;NN;2
tippt;VVFIN;2
Tischbeine;NN;2
Tischdecken;NN;2
Tito;NN;2
Titulatur;NN;2
Töchtern;NN;2
Tode;NN;2
tödlich;ADJD;2
Tokio;NE;2
Tomate;NN;2
Tonarm;NN;2
tönte;VVFIN;2
Töpfe;NN;2
Torarolle;NN;2
Torwarts;NN;2
Tote;NN;2
Toter;NN;2
Trafik;NE;2
Träne;NN;2
traue;VVFIN;2
Traum;NN;2
träume;VVFIN;2
Träume;NN;2
Träumen;NN;2
trauriger;ADJA;2
traute;VVFIN;2
treffen;VVFIN;2
treiben;VVFIN;2
Treibholz;NN;2
Treppenhäuser;NN;2
Treppenstufe;NN;2
Tresen;NN;2
trieben;VVFIN;2
Triest;NE;2
trillerte;VVFIN;2
trinkenden;ADJA;2
Tritt;NN;2
trockenen;ADJA;2
troff;VVFIN;2
tropft;VVFIN;2
Trotz;NN;2
Trotzdem;PROAV;2
trüb;ADJD;2
trüben;ADJA;2
Truppe;NN;2
tunkt;VVFIN;2
tupft;VVFIN;2
Türkei;NE;2
Turnhalle;NN;2
Turnschuhe;NN;2
Türspalt;NN;2
tutto;FM;2
Typ;NN;2
u;NE;2
Überbleibsel;NN;2
Übereinstimmung;NN;2
überholten;VVFIN;2
überleben;VVINF;2
überlege;VVFIN;2
übernehme;VVFIN;2
überqueren;VVINF;2
überrascht;VVPP;2
überraschte;VVFIN;2
Überraschung;NN;2
überspringt;VVFIN;2
übertünchen;VVINF;2
übervollen;ADJA;2
überwintern;VVFIN;2
überzeugt;VVPP;2
übrig;PTKVZ;2
Ufern;NN;2
uh;XY;2
Umarmen;NN;2
umarmt;VVPP;2
Umbruch;NN;2
umfallen;VVINF;2
umgeparkt;VVPP;2
umgeworfen;VVPP;2
umrandeten;ADJA;2
Umzug;NN;2
unbeherrschten;ADJA;2
Unbeherrschtheit;NN;2
unendlichen;ADJA;2
unentschieden;ADJD;2
Unentschieden;ADJD;2
Unfertige;NN;2
ungefähren;ADJA;2
ungern;ADV;2
Unglück;NN;2
Uniformen;NN;2
unnötig;ADJD;2
unpassend;ADJD;2
Uns;PPER;2
unschlagbar;ADJD;2
unschuldig;ADJD;2
unseres;PPOSAT;2
unsicher;ADJD;2
unsichtbar;ADJD;2
unsichtbare;ADJA;2
unter;ADV;2
Unterarme;NN;2
Unterarmen;NN;2
Unterböden;NN;2
unterbrach;VVFIN;2
unterbricht;VVFIN;2
Unterhosen;NN;2
untersten;ADJA;2
unzertrennlich;ADJD;2
Ur-Omas;ADJA;2
Ur-Omas;NE;2
Ur-Opa;TRUNC;2
Ur-Opas;ADJA;2
Urkunde;NN;2
Užice;NE;2
Vanillezucker;NN;2
Verausgabung;NN;2
verbissen;ADJD;2
verbogenen;ADJA;2
verbringt;VVFIN;2
verfehlt;VVPP;2
verfickter;ADJA;2
verficktes;ADJA;2
verflogen;VVPP;2
vergaßen;VVFIN;2
vergessenes;ADJA;2
vergiss;VVFIN;2
verglichen;VVPP;2
verhindern;VVINF;2
verkauft;VVFIN;2
verkünden;VVINF;2
verlagerte;VVFIN;2
verlangt;VVPP;2
verlassen;VVINF;2
verlaufen;VVPP;2
verlernen;VVINF;2
verliebt;VVPP;2
verloren;VVFIN;2
Vermieterin;NN;2
vermisse;VVFIN;2
vermissen;VVINF;2
verpassen;VVINF;2
Verrückter;NN;2
versammelt;VVPP;2
versammelten;VVFIN;2
verschiebt;VVFIN;2
verschwand;VVFIN;2
verschwinden;VVINF;2
verspielte;ADJA;2
verstanden;VVFIN;2
verstaut;VVFIN;2
Versteck;NN;2
verstehen;VVFIN;2
versteht;VVFIN;2
verstummte;VVFIN;2
versucht;VVFIN;2
Verteidigung;NN;2
verteilt;VVPP;2
vertrauen;VVINF;2
verwahrlost;VVPP;2
verwandelt;VVFIN;2
Verwundeten;NN;2
Verzeih;NN;2
verzeihen;VVINF;2
verzerrtem;ADJA;2
Vg;NE;2
Vielen;PIAT;2
vierundvierzig;CARD;2
vierundzwanzig;ADV;2
Vierzehn;CARD;2
Villa;NN;2
Virtuosin;NN;2
Vision;NN;2
Vitamine;NN;2
Volksbefreiungskampf;NN;2
Volkssänger;NN;2
voll;APPR;2
volle;ADJA;2
voller;APPR;2
Vollmond;NN;2
Vollspann;NN;2
vollständig;ADJD;2
voran;PTKVZ;2
voraus;PTKVZ;2
vorbeikommt;VVFIN;2
vorbereitet;VVPP;2
Vorbild;NN;2
vorkam;VVFIN;2
vorkommen;VVINF;2
vorläufig;ADJD;2
vors;APPRART;2
Vorsprung;NN;2
vulkan;ADJA;2
wacht;VVFIN;2
Waden;NN;2
waffenlose;ADJA;2
wahr;ADJD;2
Wahrheiten;NN;2
wahrlich;ADV;2
Walross’;ADJA;2
Walzer;NN;2
Wänden;NN;2
wanderte;VVFIN;2
Wandfarbe;NN;2
War;VAFIN;2
wär;VVFIN;2
warmem;ADJA;2
wärst;VAFIN;2
Warte;NN;2
wartend;ADJD;2
Warteraum;NN;2
Waschbecken;NN;2
wasche;VVFIN;2
Waschen;NN;2
wechselt;VVFIN;2
wecken;VVINF;2
weckte;VVFIN;2
weckten;VVFIN;2
Wegen;APPR;2
wegführt;VVFIN;2
wehren;VVFIN;2
wehrte;VVFIN;2
weibliche;ADJA;2
weiche;VVFIN;2
Weiden;NN;2
Weinbrand;NN;2
weinend;ADJD;2
Weise;NN;2
weiterfahren;VVINF;2
weitergehen;VVINF;2
weiterhin;ADV;2
weiterspielen;VVINF;2
weitersprach;VVFIN;2
welch;PWAT;2
Welche;PWAT;2
welt;NN;2
Weltkrieg;NN;2
Weltpolitik;NN;2
Weltrekorde;NN;2
Wen;PWS;2
wessen;PRELAT;2
Wettcafé;NN;2
Wetten;NN;2
wichtige;ADJA;2
wickelt;VVFIN;2
wickelte;VVFIN;2
Widerstand;NN;2
widerstehen;VVINF;2
wiederholte;VVFIN;2
Wiedersehen;NN;2
wies;VVFIN;2
Windböe;NN;2
winselte;VVFIN;2
winzig;ADJD;2
wippt;VVFIN;2
Wirbelsäule;NN;2
wische;VVFIN;2
wisse;VVFIN;2
Wissen;NN;2
wisst;VVFIN;2
Witwen;NN;2
Witze;NN;2
Wohnzimmern;NN;2
Wolf;NE;2
Wollen;VMFIN;2
womit;PWAV;2
wonach;PWAV;2
Wörthersee;NE;2
wortlos;ADJD;2
wovor;PWAV;2
Wozu;PWAV;2
wühle;VVFIN;2
wühlen;VVFIN;2
Wunsch;NN;2
wünschen;VVINF;2
wünschte;VVFIN;2
Würde;NN;2
Würge;NN;2
Würmer;NN;2
wusstest;VVFIN;2
Wüste;NN;2
wütende;ADJA;2
wütenden;ADJA;2
za;NE;2
zahle;VVFIN;2
zärtlicher;ADJA;2
Zauberkraft;NN;2
Zäune;NN;2
Zehen;NN;2
zehntausend;CARD;2
zeige;VVFIN;2
zeigen;VVFIN;2
zeigen;VVINF;2
zeigten;VVFIN;2
Zeitungsartikel;NN;2
zerbrochen;VVPP;2
zerrieb;VVFIN;2
zerrten;VVFIN;2
Zeug;NN;2
Ziegel;NN;2
ziehst;VVFIN;2
Zigeunerin;NN;2
Zimt;NN;2
Zirkel;NN;2
zirpen;VVFIN;2
Zither;NN;2
Zitrone;NN;2
zittern;VVINF;2
zitternd;ADJD;2
zögere;VVFIN;2
Zorn;NN;2
zugab;VVFIN;2
Zügen;NN;2
zugenommen;VVPP;2
zuletzt;ADV;2
zündete;VVFIN;2
Zurück;PTKVZ;2
zusammengeknüllten;ADJA;2
Zuschauer;NN;2
zusieht;VVFIN;2
zuständig;ADJD;2
zuzusehen;VVIZU;2
zwang;VVFIN;2
zwanzigsten;ADJA;2
zwei-drei;ADJA;2
zweier;ADJA;2
zweifelte;VVFIN;2
Zweimetersechs;NN;2
zweit;ADJD;2
Zweiundachtzig;CARD;2
zwinkert;VVFIN;2
Zwischen;APPR;2
zwischendurch;PROAV;2
zwitschern;VVINF;2
Zylinder;NN;2
-Frau;NE;1
-ohren;NN;1
-Rekorde;NN;1
–;$,;1
–;NN;1
#;$(;1
#;KON;1
#Wie;PWAV;1
’;$(;1
’;VVFIN;1
«;$,;1
«;CARD;1
«;KON;1
«;PDS;1
«;VVPP;1
…;NE;1
0:21;CARD;1
0038733;CARD;1
007;CARD;1
04;CARD;1
1;CARD;1
1,60;CARD;1
1,80;CARD;1
10;CARD;1
10:09;CARD;1
11.;CARD;1
12;CARD;1
128;CARD;1
13-Uhr-Bus;NN;1
13.00;CARD;1
13.05;CARD;1
14.22;CARD;1
14.28;CARD;1
16;CARD;1
16.;ADJA;1
16:14;CARD;1
160;CARD;1
17;CARD;1
17.;ADJA;1
17.55;CARD;1
1731;CARD;1
1803;CARD;1
1980;CARD;1
1986;CARD;1
1994;CARD;1
1995;CARD;1
1999;CARD;1
2;CARD;1
2.;ADJA;1
20;CARD;1
2250;CARD;1
25.;ADJA;1
26.;ADJA;1
29.;ADJA;1
3:13;CARD;1
360;CARD;1
5:09;CARD;1
53;CARD;1
6;CARD;1
64.;ADV;1
7:23;CARD;1
7:43;CARD;1
74;CARD;1
80;CARD;1
82;CARD;1
86;CARD;1
986;CARD;1
a;FM;1
a;XY;1
Aaah;ITJ;1
aah;ITJ;1
aah;XY;1
Aal;NN;1
aalglatt;ADJD;1
Aas;NE;1
ab;ADV;1
ab-;TRUNC;1
abändern;VVINF;1
Abänderung;NN;1
abarbeiten;VVFIN;1
Abart;NN;1
abartig;ADJD;1
Abbau;NN;1
abbauen;VVINF;1
abbeißen;VVINF;1
abbekommen;VVPP;1
abbiegen;VVINF;1
abbilden;VVINF;1
abblasen;VVFIN;1
abblätternde;ADJA;1
Abblätternde;ADJA;1
abblätterte;VVFIN;1
Abdrücke;NN;1
Abend;ADV;1
Abenddämmerung;NN;1
abends;ADV;1
aberkannt;VVPP;1
abfahren;VVINF;1
Abfahrt;NN;1
Abfalleimer;NN;1
abfallenden;ADJA;1
abfeuerte;VVFIN;1
Abflüsse;NN;1
abgeben;VVINF;1
abgedreht;VVPP;1
abgeklärt;VVPP;1
abgekochtes;ADJA;1
abgelegenen;ADJA;1
abgelöst;VVPP;1
abgemessen;VVPP;1
abgenagt;VVPP;1
abgepfiffen;VVPP;1
abgerundet;VVPP;1
abgesagt;VVPP;1
abgeschafft;VVPP;1
abgescheuert;VVPP;1
abgeschlagen;VVPP;1
abgeschlagener;ADJA;1
abgeschliffen;VVPP;1
abgeschlossen;VVPP;1
Abgeschlossene;NN;1
abgeschnittenen;ADJA;1
abgeschossen;VVPP;1
abgeschrieben;VVPP;1
abgeschrittenen;ADJA;1
abgesperrt;VVPP;1
abgetragene;ADJA;1
abgewetzte;ADJA;1
abgewetzter;ADJA;1
abgezehrten;ADJA;1
abhanden;ADJD;1
abhängen;VVINF;1
Abhäutung;NN;1
abhebt;VVFIN;1
Abitur;NN;1
abkriegst;VVFIN;1
Ablage;NN;1
ablässt;VVFIN;1
ablesen;VVINF;1
abnimmt;VVFIN;1
abpfeifen;VVINF;1
Abpfiff;NN;1
abraspeln;VVINF;1
Abschalten;VVINF;1
abscheulichen;ADJA;1
Abschiebung;NN;1
abschleift;VVFIN;1
abschloss;VVFIN;1
Abschlussfest;NN;1
abschrubbte;VVFIN;1
abschüssiger;ADJA;1
abschüttelte;VVFIN;1
abseits;ADJD;1
abseits;ADV;1
abseits;APPO;1
Absichten;NN;1
absichtlich;ADJD;1
absonderlich;ADJD;1
Abspann;NN;1
Absperrung;NN;1
Abstand;NN;1
abstehenden;ADJA;1
abstellen;VVINF;1
Abstellkammer;NN;1
Abstieg;NN;1
Abstiegskampf;NN;1
Abstiegsplatz;NN;1
abstrakter;ADJD;1
Abstufungen;NN;1
abstürzt;VVFIN;1
abtropfen;VVINF;1
abwarten;VVFIN;1
abwärts;ADV;1
abwaschen;VVINF;1
abwesend;ADJD;1
abwinken;VVINF;1
abwischen;VVINF;1
Abwischen;NN;1
Abzeichen;NN;1
abzieht;VVFIN;1
abzubringen;VVIZU;1
abzufrieren;VVIZU;1
abzuheben;VVIZU;1
abzuholen;VVIZU;1
abzulassen;VVIZU;1
abzulegen;VVIZU;1
abzunehmen;VVIZU;1
abzusagen;VVIZU;1
abzusetzen;VVIZU;1
abzustellen;VVIZU;1
Achseln;NN;1
Achsen;NN;1
Acht;CARD;1
achten;ADJA;1
Achterbahnfahrt;NN;1
achtmal;ADV;1
achtundachtzig;CARD;1
achtunddreißig;CARD;1
achtunddreißig;VVPP;1
achtundfünfzig;CARD;1
achtundneunzig;CARD;1
achtundsechzig;CARD;1
achtundsiebzig;CARD;1
achtundzwanzig;CARD;1
achtzehn;CARD;1
Achtziger;NN;1
Achtzigern;NN;1
ächzt;VVFIN;1
Acker;NN;1
Acrylfarben;NN;1
Ader;NN;1
Adolf;NE;1
adoptieren;VVINF;1
adressierte;VVFIN;1
Adria-Urlaub;NN;1
adriatischen;ADJA;1
Affäre;NN;1
Affe;NN;1
afrikanischen;ADJA;1
Aggregatzustand;NN;1
aggressorisch;ADJD;1
ägyptischen;ADJA;1
ahme;VVFIN;1
ahne;VVFIN;1
